,u,i,ts,label,idx
6973,1240,1308,1318094598.0,2,6974
6974,1340,871,1318114185.0,1,6975
6975,1340,1875,1318122424.0,1,6976
6976,1297,4929,1318194426.0,3,6977
6977,1343,1176,1318208450.0,1,6978
6978,1320,315,1318209270.0,1,6979
6979,1338,1176,1318209357.0,1,6980
6980,1320,446,1318209393.0,1,6981
6981,1176,1343,1318211678.0,1,6982
6982,1343,1322,1318213354.0,1,6983
6983,1081,1322,1318216097.0,1,6984
6984,1322,1081,1318216267.0,1,6985
6985,1343,1297,1318217607.0,3,6986
6986,871,1340,1318221577.0,1,6987
6987,871,1318,1318221624.0,1,6988
6988,1322,1343,1318221787.0,2,6989
6989,1345,1346,1318298186.0,1,6990
6990,1297,1345,1318298846.0,1,6991
6991,1346,1345,1318298930.0,1,6992
6992,71,100,1318305372.0,2,6993
6993,602,475,1318315801.0,3,6994
6994,16,1341,1318322723.0,1,6995
6995,1072,1185,1318331044.0,2,6996
6996,1185,1072,1318331131.0,2,6997
6997,1347,1203,1318349532.0,1,6998
6998,1213,782,1318358315.0,1,6999
6999,1263,1345,1318386902.0,1,7000
7000,1345,1263,1318387388.0,1,7001
7001,1297,375,1318388458.0,1,7002
7002,375,1297,1318388582.0,1,7003
7003,1297,1308,1318391016.0,3,7004
7004,510,1160,1318428171.0,3,7005
7005,1240,1184,1318453843.0,1,7006
7006,71,4823,1318458724.0,1,7007
7007,1297,618,1318551337.0,2,7008
7008,16,1348,1318609449.0,1,7009
7009,1348,16,1318610062.0,1,7010
7010,1348,1297,1318624183.0,2,7011
7011,1297,1348,1318624261.0,1,7012
7012,71,2,1318628903.0,1,7013
7013,71,38,1318628919.0,2,7014
7014,71,129,1318628958.0,1,7015
7015,71,86,1318628970.0,1,7016
7016,71,672,1318628990.0,1,7017
7017,71,1213,1318629001.0,1,7018
7018,3,845,1318631856.0,4,7019
7019,510,1349,1318649572.0,1,7020
7020,1349,510,1318649812.0,1,7021
7021,153,4930,1318657845.0,3,7022
7022,646,1349,1318692505.0,1,7023
7023,1349,646,1318692565.0,1,7024
7024,510,1348,1318703723.0,2,7025
7025,1348,510,1318703866.0,5,7026
7026,1176,243,1318720293.0,3,7027
7027,243,1176,1318720389.0,3,7028
7028,1,585,1318751882.0,1,7029
7029,71,1350,1318767414.0,1,7030
7030,71,32,1318767541.0,2,7031
7031,1350,71,1318768349.0,1,7032
7032,16,1349,1318769760.0,1,7033
7033,1349,16,1318769770.0,1,7034
7034,274,1297,1318785588.0,1,7035
7035,1297,274,1318786102.0,1,7036
7036,274,1349,1318790208.0,1,7037
7037,1349,274,1318790236.0,2,7038
7038,1297,1,1318812473.0,5,7039
7039,871,1362,1318821477.0,1,7040
7040,5,22,1318847945.0,4,7041
7041,563,565,1318865698.0,4,7042
7042,565,563,1318868496.0,2,7043
7043,1329,1297,1318896231.0,1,7044
7044,1297,1329,1318896323.0,1,7045
7045,1297,646,1318902193.0,2,7046
7046,1072,1307,1318926802.0,2,7047
7047,817,1351,1318931415.0,1,7048
7048,16,274,1318933668.0,1,7049
7049,1351,817,1318933902.0,1,7050
7050,274,16,1318934840.0,2,7051
7051,1297,801,1318961963.0,2,7052
7052,195,801,1318963896.0,1,7053
7053,1297,1428,1318989042.0,1,7054
7054,1212,871,1319006992.0,3,7055
7055,1212,733,1319023850.0,-10,7056
7056,16,4931,1319025030.0,1,7057
7057,682,1297,1319047848.0,2,7058
7058,1240,20,1319068939.0,-10,7059
7059,1297,733,1319128478.0,-10,7060
7060,1296,1348,1319144606.0,1,7061
7061,1348,1296,1319144645.0,1,7062
7062,45,1315,1319158024.0,1,7063
7063,1315,45,1319158062.0,1,7064
7064,1297,1352,1319165735.0,1,7065
7065,1352,1297,1319165935.0,1,7066
7066,1302,1297,1319211380.0,1,7067
7067,30,614,1319223048.0,1,7068
7068,614,30,1319223735.0,2,7069
7069,1297,1353,1319229297.0,1,7070
7070,1297,1347,1319229799.0,1,7071
7071,1247,674,1319294013.0,1,7072
7072,277,16,1319299578.0,1,7073
7073,1297,1315,1319310663.0,1,7074
7074,1315,1297,1319311027.0,1,7075
7075,1315,1247,1319311411.0,1,7076
7076,1338,1353,1319317679.0,1,7077
7077,1353,1338,1319317714.0,1,7078
7078,1353,1247,1319317781.0,2,7079
7079,16,524,1319321341.0,1,7080
7080,1234,1354,1319322842.0,1,7081
7081,1354,1234,1319322917.0,1,7082
7082,1297,1355,1319334758.0,1,7083
7083,1355,1297,1319335031.0,1,7084
7084,1195,1356,1319337600.0,1,7085
7085,1234,1176,1319337604.0,1,7086
7086,1176,1234,1319337610.0,1,7087
7087,1356,1195,1319342532.0,1,7088
7088,1297,1244,1319410402.0,2,7089
7089,1195,801,1319410990.0,1,7090
7090,1297,1357,1319427482.0,1,7091
7091,1357,1297,1319427649.0,1,7092
7092,524,1262,1319431746.0,1,7093
7093,1263,1358,1319431804.0,4,7094
7094,1358,1263,1319431826.0,5,7095
7095,1262,524,1319431885.0,1,7096
7096,1263,1297,1319464620.0,2,7097
7097,1297,1263,1319465582.0,2,7098
7098,1353,16,1319471586.0,1,7099
7099,1247,1359,1319479251.0,1,7100
7100,1359,1247,1319479367.0,1,7101
7101,248,1061,1319488168.0,3,7102
7102,1176,1358,1319498415.0,1,7103
7103,1358,1176,1319498502.0,1,7104
7104,1315,1360,1319507136.0,1,7105
7105,1315,1352,1319507161.0,1,7106
7106,1352,1315,1319507258.0,1,7107
7107,1360,1315,1319507491.0,1,7108
7108,1072,195,1319528323.0,1,7109
7109,1358,4932,1319548317.0,1,7110
7110,4,1361,1319549348.0,1,7111
7111,1361,4,1319549453.0,1,7112
7112,16,1361,1319562204.0,1,7113
7113,1361,16,1319562224.0,1,7114
7114,195,672,1319571270.0,1,7115
7115,195,1072,1319571323.0,2,7116
7116,1247,446,1319572374.0,2,7117
7117,248,1234,1319596454.0,2,7118
7118,1360,223,1319602991.0,2,7119
7119,16,4933,1319617805.0,1,7120
7120,1176,1262,1319617836.0,1,7121
7121,1262,1176,1319617959.0,1,7122
7122,1212,1211,1319633279.0,5,7123
7123,1211,1212,1319633357.0,5,7124
7124,1212,1247,1319637619.0,2,7125
7125,773,1247,1319638381.0,2,7126
7126,1297,1262,1319659376.0,1,7127
7127,1247,1353,1319739317.0,2,7128
7128,1362,871,1319747835.0,2,7129
7129,871,1363,1319748023.0,1,7130
7130,1363,871,1319748531.0,1,7131
7131,1363,1247,1319749402.0,1,7132
7132,1176,1297,1319755952.0,5,7133
7133,1297,117,1319761695.0,3,7134
7134,1353,1297,1319769207.0,2,7135
7135,1262,1297,1319773650.0,2,7136
7136,1297,1404,1319777006.0,1,7137
7137,16,1353,1319780904.0,1,7138
7138,5,1297,1319831636.0,2,7139
7139,4,1364,1319834201.0,1,7140
7140,1364,4,1319834349.0,1,7141
7141,1212,1365,1319836395.0,1,7142
7142,1365,1212,1319836428.0,1,7143
7143,1211,1338,1319844590.0,1,7144
7144,1338,1211,1319844752.0,1,7145
7145,1211,16,1319867378.0,2,7146
7146,16,1211,1319867687.0,2,7147
7147,16,1374,1319872348.0,1,7148
7148,16,4934,1319872361.0,1,7149
7149,1212,1240,1319890667.0,4,7150
7150,1247,1212,1319905399.0,3,7151
7151,1247,1098,1319905998.0,1,7152
7152,1098,1247,1319906030.0,1,7153
7153,1205,1319,1319947522.0,2,7154
7154,1319,1205,1319947655.0,2,7155
7155,1247,528,1319987040.0,1,7156
7156,528,1247,1319987051.0,3,7157
7157,1099,1240,1320021877.0,2,7158
7158,1240,1099,1320022410.0,1,7159
7159,1176,1366,1320031048.0,1,7160
7160,1366,1176,1320031070.0,1,7161
7161,1205,1367,1320042768.0,1,7162
7162,1367,1205,1320042872.0,1,7163
7163,1211,371,1320045959.0,1,7164
7164,371,1211,1320046052.0,1,7165
7165,1368,1247,1320066585.0,3,7166
7166,1368,1072,1320066607.0,6,7167
7167,1368,1353,1320066617.0,1,7168
7168,1368,1347,1320066667.0,1,7169
7169,1368,1369,1320077898.0,3,7170
7170,1369,1368,1320078098.0,3,7171
7171,559,4935,1320097728.0,10,7172
7172,1297,1370,1320098249.0,1,7173
7173,1370,1297,1320099019.0,1,7174
7174,16,1372,1320145009.0,1,7175
7175,16,1371,1320145020.0,1,7176
7176,16,1369,1320145148.0,1,7177
7177,1369,16,1320153757.0,1,7178
7178,1371,16,1320172895.0,1,7179
7179,1372,16,1320184343.0,1,7180
7180,1072,1381,1320254875.0,1,7181
7181,672,1373,1320256660.0,1,7182
7182,672,1320,1320256818.0,2,7183
7183,1373,672,1320260977.0,1,7184
7184,672,1374,1320264267.0,1,7185
7185,1374,1362,1320282895.0,3,7186
7186,1374,672,1320283417.0,1,7187
7187,51,1329,1320291204.0,3,7188
7188,1329,51,1320291280.0,1,7189
7189,51,1375,1320292310.0,3,7190
7190,1375,51,1320296738.0,3,7191
7191,16,1376,1320313837.0,1,7192
7192,1072,1368,1320318096.0,5,7193
7193,1320,1374,1320318638.0,1,7194
7194,1374,1320,1320318640.0,1,7195
7195,1376,16,1320325575.0,1,7196
7196,1371,1369,1320325892.0,1,7197
7197,1369,1371,1320331741.0,1,7198
7198,1320,672,1320397490.0,2,7199
7199,1072,17,1320401957.0,1,7200
7200,17,1072,1320403020.0,1,7201
7201,1072,1373,1320403427.0,5,7202
7202,1368,1374,1320430663.0,2,7203
7203,1236,801,1320430703.0,1,7204
7204,1297,1377,1320445127.0,1,7205
7205,1377,1297,1320445170.0,1,7206
7206,1262,1195,1320477833.0,2,7207
7207,1353,1368,1320515230.0,3,7208
7208,1297,1212,1320517980.0,-1,7209
7209,1353,1195,1320518590.0,2,7210
7210,1195,1353,1320518609.0,2,7211
7211,1366,2,1320536410.0,1,7212
7212,2,1366,1320536477.0,3,7213
7213,1354,1195,1320543220.0,1,7214
7214,1195,1354,1320543255.0,1,7215
7215,1195,1247,1320548103.0,4,7216
7216,1247,4936,1320548734.0,1,7217
7217,1362,1195,1320551656.0,1,7218
7218,1176,1211,1320563066.0,5,7219
7219,701,1378,1320614411.0,2,7220
7220,1378,701,1320614453.0,2,7221
7221,1195,1371,1320621672.0,1,7222
7222,1371,1195,1320621884.0,1,7223
7223,524,16,1320664828.0,2,7224
7224,1362,1379,1320680927.0,2,7225
7225,1212,1297,1320681229.0,-5,7226
7226,1379,371,1320681844.0,8,7227
7227,2,1380,1320692084.0,1,7228
7228,1380,2,1320692178.0,1,7229
7229,16,4937,1320697366.0,1,7230
7230,1380,1371,1320704335.0,1,7231
7231,134,1195,1320709578.0,1,7232
7232,1195,134,1320710281.0,1,7233
7233,16,1380,1320711508.0,1,7234
7234,1253,1297,1320727456.0,2,7235
7235,1380,16,1320755813.0,1,7236
7236,1381,1072,1320757905.0,1,7237
7237,1297,1211,1320762366.0,5,7238
7238,1374,1368,1320766697.0,2,7239
7239,1176,1338,1320774236.0,2,7240
7240,1247,16,1320775032.0,2,7241
7241,16,1247,1320775184.0,2,7242
7242,1374,1371,1320784910.0,2,7243
7243,1374,1297,1320784961.0,2,7244
7244,1371,1374,1320785053.0,2,7245
7245,1297,1374,1320785859.0,1,7246
7246,18,1195,1320787599.0,1,7247
7247,1195,18,1320787629.0,1,7248
7248,1362,1374,1320789943.0,1,7249
7249,1240,18,1320791648.0,1,7250
7250,18,1240,1320791809.0,1,7251
7251,1240,1380,1320799250.0,1,7252
7252,126,1308,1320826286.0,1,7253
7253,478,1382,1320826702.0,5,7254
7254,1382,478,1320828106.0,5,7255
7255,1351,1371,1320855780.0,1,7256
7256,1362,1366,1320863464.0,3,7257
7257,1366,1362,1320863519.0,2,7258
7258,1205,1240,1320864587.0,1,7259
7259,1240,1205,1320864903.0,1,7260
7260,16,1384,1320869426.0,1,7261
7261,16,4938,1320869459.0,1,7262
7262,1240,1383,1320870589.0,1,7263
7263,30,1347,1320875306.0,2,7264
7264,1240,1371,1320881949.0,2,7265
7265,1371,1240,1320882195.0,2,7266
7266,2,1297,1320897150.0,5,7267
7267,1252,1350,1320911833.0,1,7268
7268,1350,1252,1320912605.0,2,7269
7269,1351,1240,1320918139.0,1,7270
7270,1374,1383,1320922126.0,1,7271
7271,1383,1374,1320922494.0,1,7272
7272,1247,1374,1320927200.0,1,7273
7273,1374,1247,1320927208.0,1,7274
7274,1371,1380,1320934383.0,1,7275
7275,1371,1488,1320934443.0,1,7276
7276,1347,30,1320948414.0,2,7277
7277,1240,1351,1320950159.0,1,7278
7278,16,1240,1320952687.0,1,7279
7279,1240,16,1320952688.0,2,7280
7280,1240,1225,1320953498.0,1,7281
7281,1225,1240,1320953663.0,1,7282
7282,1072,1240,1320958351.0,2,7283
7283,646,1205,1320994477.0,1,7284
7284,1205,646,1320994674.0,1,7285
7285,1347,1297,1321031851.0,2,7286
7286,510,1371,1321041084.0,2,7287
7287,1371,510,1321041168.0,1,7288
7288,1339,1247,1321050148.0,4,7289
7289,1384,16,1321052595.0,1,7290
7290,1195,45,1321060951.0,1,7291
7291,45,1195,1321061316.0,1,7292
7292,1205,1385,1321062294.0,1,7293
7293,1385,1205,1321062437.0,2,7294
7294,1386,1385,1321065385.0,2,7295
7295,1385,1386,1321065420.0,2,7296
7296,1385,1297,1321069081.0,1,7297
7297,1247,1378,1321133136.0,1,7298
7298,1378,1247,1321133147.0,1,7299
7299,1383,1387,1321149815.0,1,7300
7300,1387,1383,1321150116.0,1,7301
7301,1240,1527,1321152935.0,1,7302
7302,5,1353,1321159615.0,4,7303
7303,1353,5,1321159939.0,4,7304
7304,1388,801,1321189998.0,1,7305
7305,87,1409,1321210738.0,-10,7306
7306,87,2,1321212238.0,1,7307
7307,2,87,1321212291.0,3,7308
7308,2,274,1321218986.0,1,7309
7309,274,2,1321219055.0,1,7310
7310,1358,375,1321221880.0,1,7311
7311,375,1358,1321221884.0,1,7312
7312,672,1390,1321223008.0,2,7313
7313,646,682,1321225049.0,1,7314
7314,682,646,1321225275.0,1,7315
7315,1320,1240,1321244898.0,1,7316
7316,1378,1389,1321277074.0,1,7317
7317,1389,1378,1321277363.0,1,7318
7318,1390,672,1321294384.0,2,7319
7319,1391,1358,1321305091.0,1,7320
7320,1358,1391,1321305137.0,1,7321
7321,1387,4939,1321307100.0,1,7322
7322,1391,1369,1321318638.0,3,7323
7323,871,4940,1321355272.0,1,7324
7324,1240,1392,1321373839.0,1,7325
7325,1392,1240,1321373973.0,1,7326
7326,1369,1391,1321378947.0,3,7327
7327,1391,1368,1321383037.0,1,7328
7328,1371,1351,1321385905.0,1,7329
7329,1368,1391,1321392186.0,2,7330
7330,1383,1393,1321393106.0,1,7331
7331,1393,1383,1321393349.0,1,7332
7332,1368,1394,1321403768.0,3,7333
7333,1394,1368,1321403882.0,3,7334
7334,1247,30,1321410719.0,2,7335
7335,30,1247,1321410793.0,2,7336
7336,1379,1367,1321416914.0,2,7337
7337,1367,1379,1321417006.0,2,7338
7338,1320,1211,1321417908.0,2,7339
7339,16,1395,1321431016.0,1,7340
7340,1395,16,1321450138.0,1,7341
7341,1368,1396,1321467961.0,1,7342
7342,1396,1368,1321470709.0,1,7343
7343,1391,1397,1321480187.0,1,7344
7344,1397,1391,1321480360.0,1,7345
7345,2,1212,1321484569.0,2,7346
7346,1212,2,1321484821.0,5,7347
7347,1176,1398,1321485136.0,1,7348
7348,1398,1176,1321485233.0,1,7349
7349,1247,773,1321485484.0,6,7350
7350,1362,1176,1321504268.0,2,7351
7351,1176,1362,1321504381.0,2,7352
7352,1399,1400,1321508983.0,1,7353
7353,1400,1399,1321509507.0,1,7354
7354,1297,1354,1321515489.0,2,7355
7355,1354,1297,1321515559.0,2,7356
7356,1368,1400,1321522693.0,1,7357
7357,672,1213,1321530492.0,8,7358
7358,672,1072,1321530531.0,9,7359
7359,672,71,1321533356.0,3,7360
7360,1391,1401,1321567085.0,1,7361
7361,1401,1391,1321567355.0,1,7362
7362,1391,4941,1321616715.0,1,7363
7363,1391,1402,1321621930.0,1,7364
7364,1402,1391,1321622187.0,1,7365
7365,765,16,1321625868.0,1,7366
7366,1400,4942,1321626592.0,2,7367
7367,16,765,1321635483.0,1,7368
7368,1392,1403,1321645572.0,2,7369
7369,1403,1392,1321656118.0,2,7370
7370,1159,1195,1321742387.0,1,7371
7371,1247,1394,1321743039.0,3,7372
7372,1404,1297,1321829582.0,3,7373
7373,672,1383,1321830732.0,1,7374
7374,16,1405,1321833233.0,1,7375
7375,16,4943,1321833243.0,1,7376
7376,1383,672,1321870193.0,1,7377
7377,1297,457,1321913887.0,1,7378
7378,457,1297,1321914050.0,1,7379
7379,817,1176,1321950171.0,1,7380
7380,1176,817,1321950173.0,1,7381
7381,1405,16,1321956494.0,1,7382
7382,1391,1184,1321966601.0,1,7383
7383,1184,1391,1321966950.0,1,7384
7384,1391,1406,1321980145.0,1,7385
7385,1406,1391,1321980204.0,1,7386
7386,510,1406,1321991175.0,1,7387
7387,1406,510,1321991266.0,1,7388
7388,1339,871,1321993161.0,1,7389
7389,1406,1297,1321993341.0,1,7390
7390,1391,1407,1321996806.0,1,7391
7391,1407,1391,1321997062.0,1,7392
7392,1297,1406,1321997958.0,1,7393
7393,1394,1247,1322000558.0,3,7394
7394,1297,1394,1322002852.0,1,7395
7395,1385,1408,1322006335.0,1,7396
7396,1176,4944,1322006601.0,1,7397
7397,1391,1408,1322012320.0,1,7398
7398,1408,1391,1322012405.0,1,7399
7399,1405,1378,1322047033.0,1,7400
7400,1378,1405,1322047055.0,1,7401
7401,1409,4945,1322049770.0,10,7402
7402,16,1415,1322074417.0,1,7403
7403,1391,1434,1322082669.0,2,7404
7404,672,1410,1322084043.0,2,7405
7405,1297,682,1322084140.0,3,7406
7406,1410,672,1322084189.0,1,7407
7407,1,1297,1322088614.0,3,7408
7408,1400,1411,1322096221.0,1,7409
7409,1411,1400,1322096283.0,1,7410
7410,1320,1412,1322101770.0,1,7411
7411,1412,1320,1322120706.0,1,7412
7412,1405,1391,1322138189.0,2,7413
7413,1391,1405,1322138237.0,1,7414
7414,1378,1413,1322157471.0,1,7415
7415,1297,1378,1322158055.0,1,7416
7416,1413,1378,1322159006.0,1,7417
7417,1414,16,1322176008.0,1,7418
7418,277,1414,1322180943.0,1,7419
7419,1414,277,1322181130.0,1,7420
7420,1415,16,1322192645.0,1,7421
7421,1213,672,1322206277.0,8,7422
7422,1378,1414,1322220160.0,1,7423
7423,1414,817,1322220342.0,1,7424
7424,817,1414,1322220369.0,1,7425
7425,1414,1378,1322220376.0,1,7426
7426,1394,1297,1322226950.0,3,7427
7427,1176,871,1322256142.0,5,7428
7428,871,4945,1322263940.0,-10,7429
7429,1368,1358,1322291036.0,3,7430
7430,1378,169,1322301372.0,1,7431
7431,169,1378,1322301842.0,1,7432
7432,1391,1414,1322316358.0,2,7433
7433,1414,1391,1322316505.0,2,7434
7434,1240,1385,1322340929.0,1,7435
7435,1385,1240,1322340976.0,1,7436
7436,1385,1416,1322342050.0,1,7437
7437,1416,1385,1322342225.0,1,7438
7438,1400,801,1322415710.0,1,7439
7439,1400,30,1322447521.0,1,7440
7440,30,1400,1322447532.0,1,7441
7441,30,1205,1322454731.0,1,7442
7442,1205,30,1322454833.0,1,7443
7443,277,1417,1322459268.0,1,7444
7444,1417,277,1322459363.0,3,7445
7445,1297,30,1322460389.0,5,7446
7446,1315,472,1322467294.0,-10,7447
7447,1374,801,1322487159.0,1,7448
7448,1400,1418,1322500293.0,1,7449
7449,1418,871,1322500319.0,2,7450
7450,1418,1400,1322500351.0,1,7451
7451,1383,206,1322506693.0,1,7452
7452,206,1383,1322506711.0,1,7453
7453,1391,1419,1322517703.0,1,7454
7454,1419,1391,1322518235.0,1,7455
7455,1419,1392,1322518648.0,1,7456
7456,5,64,1322524170.0,3,7457
7457,1320,1419,1322526077.0,1,7458
7458,16,1333,1322527383.0,1,7459
7459,1417,817,1322552448.0,1,7460
7460,1419,1320,1322588910.0,1,7461
7461,16,1420,1322593606.0,1,7462
7462,16,1407,1322593641.0,1,7463
7463,1297,3,1322613381.0,2,7464
7464,3,1297,1322613940.0,2,7465
7465,1391,1399,1322654955.0,2,7466
7466,1420,16,1322678544.0,1,7467
7467,510,1099,1322695014.0,1,7468
7468,1099,510,1322695263.0,1,7469
7469,1391,1431,1322697136.0,2,7470
7470,1383,1354,1322725256.0,1,7471
7471,1354,1383,1322725359.0,1,7472
7472,1391,1421,1322746511.0,1,7473
7473,1421,1391,1322746784.0,1,7474
7474,16,1465,1322753622.0,1,7475
7475,248,1175,1322758129.0,2,7476
7476,1297,1175,1322759267.0,3,7477
7477,1400,1175,1322759385.0,1,7478
7478,1175,1400,1322761524.0,1,7479
7479,1383,1416,1322774155.0,1,7480
7480,1416,1383,1322774888.0,1,7481
7481,1240,1399,1322779094.0,1,7482
7482,672,1040,1322783743.0,2,7483
7483,1176,1422,1322790971.0,1,7484
7484,1422,1176,1322791021.0,1,7485
7485,1422,1340,1322794058.0,5,7486
7486,1139,1423,1322797307.0,1,7487
7487,1423,1139,1322797451.0,1,7488
7488,1424,16,1322824969.0,5,7489
7489,16,1424,1322825084.0,2,7490
7490,1040,672,1322839488.0,2,7491
7491,1040,801,1322839602.0,1,7492
7492,1391,277,1322854528.0,1,7493
7493,1425,1391,1322859575.0,2,7494
7494,1391,1425,1322859579.0,2,7495
7495,30,1297,1322877388.0,8,7496
7496,1385,1426,1322891204.0,1,7497
7497,1426,1385,1322891424.0,1,7498
7498,16,1426,1322894646.0,1,7499
7499,1426,16,1322894690.0,1,7500
7500,1195,1426,1322899037.0,2,7501
7501,1426,1195,1322899105.0,2,7502
7502,510,1195,1322949293.0,1,7503
7503,510,1297,1322949373.0,3,7504
7504,1391,1427,1322956363.0,1,7505
7505,1427,1391,1322956691.0,1,7506
7506,1391,3,1322958148.0,1,7507
7507,1428,1297,1322958280.0,2,7508
7508,1391,1428,1322960879.0,1,7509
7509,1428,1391,1322960893.0,1,7510
7510,1426,4818,1322961904.0,1,7511
7511,1385,1195,1322962075.0,1,7512
7512,1176,1430,1322962968.0,2,7513
7513,1385,1431,1322964727.0,2,7514
7514,1385,1400,1322965210.0,1,7515
7515,1400,1385,1322965288.0,1,7516
7516,1176,534,1322965990.0,3,7517
7517,1176,1429,1322966858.0,1,7518
7518,1429,1176,1322966932.0,1,7519
7519,1400,1429,1322967873.0,1,7520
7520,1429,1400,1322968706.0,1,7521
7521,3,1391,1322970543.0,1,7522
7522,534,1400,1322973820.0,3,7523
7523,534,1176,1322974088.0,1,7524
7524,1426,1240,1322976194.0,1,7525
7525,1400,752,1322977724.0,1,7526
7526,1176,2,1323027807.0,7,7527
7527,1430,344,1323029749.0,2,7528
7528,1391,1426,1323034864.0,2,7529
7529,1072,1437,1323078451.0,1,7530
7530,1349,1147,1323116615.0,1,7531
7531,1297,1349,1323123145.0,1,7532
7532,1431,1385,1323138530.0,3,7533
7533,1349,1297,1323142968.0,2,7534
7534,1297,1432,1323143370.0,1,7535
7535,534,5,1323147286.0,5,7536
7536,5,534,1323147460.0,4,7537
7537,1205,16,1323157215.0,2,7538
7538,16,1205,1323157367.0,2,7539
7539,1072,1465,1323168852.0,1,7540
7540,1147,534,1323204460.0,1,7541
7541,534,1147,1323204750.0,1,7542
7542,1430,1176,1323223953.0,2,7543
7543,1240,1432,1323224001.0,1,7544
7544,1432,1240,1323225180.0,1,7545
7545,1432,1297,1323243284.0,1,7546
7546,1430,1442,1323268825.0,2,7547
7547,1433,672,1323274200.0,5,7548
7548,1391,1435,1323277786.0,1,7549
7549,1434,1391,1323278513.0,5,7550
7550,1072,1333,1323283804.0,2,7551
7551,1383,1072,1323284169.0,3,7552
7552,277,1391,1323290916.0,4,7553
7553,1435,1391,1323290960.0,1,7554
7554,1378,1425,1323292509.0,2,7555
7555,1045,1378,1323292633.0,1,7556
7556,1378,1045,1323292664.0,2,7557
7557,534,85,1323318493.0,1,7558
7558,85,534,1323318520.0,1,7559
7559,85,1400,1323319588.0,1,7560
7560,1391,1436,1323346610.0,1,7561
7561,1436,1391,1323346637.0,1,7562
7562,1437,1072,1323358087.0,2,7563
7563,16,1438,1323358140.0,1,7564
7564,1438,16,1323359690.0,1,7565
7565,1378,1338,1323376050.0,1,7566
7566,1338,1378,1323376111.0,1,7567
7567,277,1383,1323376465.0,1,7568
7568,1383,277,1323376473.0,1,7569
7569,1378,1205,1323376705.0,2,7570
7570,1205,1378,1323376747.0,1,7571
7571,1338,1439,1323390077.0,1,7572
7572,1338,4930,1323391747.0,1,7573
7573,1439,1338,1323391929.0,1,7574
7574,1297,4930,1323392120.0,1,7575
7575,30,9,1323397729.0,4,7576
7576,1439,1440,1323398058.0,1,7577
7577,9,30,1323398451.0,8,7578
7578,1440,4818,1323398652.0,10,7579
7579,1147,1441,1323442692.0,5,7580
7580,1441,1147,1323442951.0,10,7581
7581,1391,524,1323446234.0,1,7582
7582,524,1391,1323446237.0,1,7583
7583,1400,534,1323456129.0,1,7584
7584,1442,1430,1323458710.0,5,7585
7585,510,1443,1323473673.0,1,7586
7586,1443,510,1323473797.0,1,7587
7587,30,1444,1323489256.0,1,7588
7588,1444,30,1323489851.0,1,7589
7589,1297,1445,1323494796.0,1,7590
7590,1445,1297,1323494884.0,2,7591
7591,126,1297,1323497201.0,2,7592
7592,1297,126,1323497227.0,1,7593
7593,126,2,1323497251.0,8,7594
7594,126,1061,1323497284.0,2,7595
7595,672,1433,1323553127.0,4,7596
7596,672,1446,1323553295.0,2,7597
7597,1340,1464,1323555771.0,1,7598
7598,1195,1464,1323555942.0,1,7599
7599,1147,1464,1323555946.0,2,7600
7600,1436,1464,1323556027.0,1,7601
7601,134,57,1323558422.0,1,7602
7602,2,126,1323560233.0,7,7603
7603,1247,1315,1323561150.0,3,7604
7604,57,134,1323561520.0,1,7605
7605,1426,1391,1323575961.0,5,7606
7606,1297,134,1323586186.0,2,7607
7607,16,1435,1323598936.0,1,7608
7608,5,801,1323609246.0,1,7609
7609,1446,672,1323640819.0,2,7610
7610,1176,1400,1323660180.0,2,7611
7611,1400,1176,1323660367.0,2,7612
7612,1297,1400,1323662852.0,2,7613
7613,510,1447,1323710066.0,1,7614
7614,1447,510,1323710112.0,1,7615
7615,1391,4870,1323712771.0,1,7616
7616,534,1391,1323712967.0,1,7617
7617,1234,1448,1323713983.0,1,7618
7618,1448,1234,1323714063.0,1,7619
7619,16,1454,1323714675.0,1,7620
7620,1297,1439,1323727577.0,1,7621
7621,1439,1297,1323728407.0,1,7622
7622,1391,521,1323736507.0,1,7623
7623,521,1391,1323736642.0,1,7624
7624,30,2,1323744945.0,8,7625
7625,1383,1439,1323748037.0,1,7626
7626,1439,1449,1323749551.0,1,7627
7627,1439,1383,1323749861.0,1,7628
7628,1391,1296,1323778345.0,1,7629
7629,1296,1391,1323778373.0,1,7630
7630,1449,1439,1323779680.0,1,7631
7631,1400,1450,1323789042.0,1,7632
7632,1450,1400,1323789092.0,1,7633
7633,784,4946,1323799972.0,9,7634
7634,784,1391,1323801753.0,1,7635
7635,1391,784,1323801802.0,1,7636
7636,1447,1400,1323806338.0,1,7637
7637,1400,1447,1323806360.0,1,7638
7638,1424,1391,1323808551.0,1,7639
7639,1391,1424,1323808583.0,1,7640
7640,1391,534,1323808617.0,3,7641
7641,934,1451,1323813856.0,1,7642
7642,1451,934,1323813905.0,1,7643
7643,934,1439,1323815581.0,1,7644
7644,1400,1477,1323832655.0,1,7645
7645,1354,1452,1323834724.0,1,7646
7646,1205,534,1323841002.0,1,7647
7647,534,1205,1323841048.0,1,7648
7648,1452,1354,1323858286.0,1,7649
7649,1452,801,1323858319.0,1,7650
7650,16,1452,1323861546.0,1,7651
7651,1451,1453,1323884031.0,1,7652
7652,1453,1451,1323884302.0,1,7653
7653,1072,1383,1323898979.0,2,7654
7654,1371,1297,1323900916.0,2,7655
